,,Number,Number,Number,Area,Area,Area,Std,Std,Std,Density,Density,Density
,,ROI 1,ROI 2,ROI 3,ROI 1,ROI 2,ROI 3,ROI 1,ROI 2,ROI 3,ROI 1,ROI 2,ROI 3
404,Left,2732.0,2419.0,2566.0,90.5106149341142,92.56428276147167,86.41348402182385,66.78028893997791,65.7906571501674,63.520714778916776,0.067640130162287,0.0612496389243885,0.060654411249803
405,Right,1805.0,1958.0,1785.0,91.90637119113572,90.83503575076608,95.890756302521,70.65679822678322,69.21051885780017,68.06135000172813,0.0453781774653805,0.0486508355070814,0.0468208386582868
405,Left,2121.0,2052.0,2000.0,86.77369165487977,89.13888888888889,80.2185,62.4345142665133,63.4789223442909,61.32205112948655,0.0503446083752035,0.0500344115999369,0.0438862786890985
406,Right,3214.0,3015.0,2695.0,89.46110765401369,85.94461028192372,83.4074211502783,73.10816513251785,69.3373836902791,64.38527388722268,0.0786510215157297,0.0708810573169237,0.0614876205773708
406,Left,2948.0,3031.0,2907.0,92.5719131614654,98.0890795117123,99.4014447884417,72.15975413530694,75.4035960232987,73.66298163736496,0.074650194324329,0.0813262635458062,0.0790427338456959
407,Right,1821.0,1805.0,1685.0,77.9873695771554,78.07534626038782,80.0213649851632,59.57549790203085,55.43282501546763,61.09198912063093,0.0388470855727315,0.0385491981933089,0.036883326622433
407,Left,2073.0,1954.0,2160.0,81.55282199710564,82.8152507676561,78.87638888888888,59.4769936459624,58.83117516494843,61.04352692657623,0.0462447589327917,0.0442648609968312,0.0466041932914339
408,Right,2360.0,2254.0,2298.0,77.76864406779661,79.9472049689441,77.10879025239339,61.53138165372004,62.14827250326765,60.89562572329812,0.0502042812625829,0.0492925653437439,0.0484705712435006
408,Left,2402.0,2495.0,2632.0,81.71523730224813,77.72705410821644,78.52355623100304,63.31187628398331,61.20209572547299,62.27409813831879,0.053690849249838,0.0530477517025262,0.0565340461476514
409,Right,2449.0,2158.0,2411.0,77.67415271539404,79.64504170528267,78.98963085856491,60.36600639339013,56.69950275266738,58.40928257371885,0.0520342781113776,0.0470147800283608,0.0520944573799478
409,Left,2599.0,2739.0,2412.0,81.05232781839169,83.6575392479007,86.60655058043118,63.95034785915907,63.8516838882074,66.62611532781386,0.0576230173666427,0.0626788965529314,0.0571415832180809
410,Right,1674.0,1869.0,2311.0,101.23536439665472,94.72498662386305,99.43141497187364,72.24508027323806,72.80018208293643,77.51424077867775,0.0463566376639064,0.0484281722133716,0.0628561518530838
410,Left,2616.0,2355.0,2429.0,74.90405198776759,78.09044585987262,76.1634417455743,64.91231596307318,64.35250909596616,64.3652574996247,0.0536003068048528,0.050305218308503,0.0506055675670944
411,Right,,,,,,,,,,,,
411,Left,2361.0,2461.0,2362.0,89.10800508259213,94.31694433157251,91.87002540220152,68.7210261248636,70.56426691760112,68.2958444011997,0.0575488874494494,0.0634929579314087,0.0593578215542444
412,Right,2056.0,2051.0,2109.0,79.13035019455253,77.28181374939054,79.18112849691796,59.42314370561228,58.62382397448702,58.759329708210025,0.0445031161919434,0.0433577952942,0.0456796208924913
412,Left,2815.0,3107.0,2701.0,69.53463587921847,67.1223044737689,69.32432432432432,59.02531702674089,60.26598994627725,60.73499781806184,0.0535431364997111,0.0570469376411477,0.0512193961065107
413,Right,1987.0,2020.0,2104.0,83.86059386009059,85.59356435643565,87.39068441064639,61.00210644877706,61.630171320601896,64.20289572891818,0.0455805986414803,0.0472951607114721,0.0502961914182174
413,Left,2378.0,2365.0,2196.0,85.38856181665265,82.30993657505286,81.82695810564663,63.98427107703366,63.31349035648871,60.69715797229318,0.0555438236375413,0.0532485316258468,0.0491533323996428
414,Right,,,,,,,,,,,,
414,Left,2039.0,2195.0,2335.0,82.77341834232467,82.96583143507972,83.30792291220557,62.03400298732201,61.78181695876497,62.66443870389806,0.0461670729679102,0.0498147572696556,0.0532105092697956
415,Right,2043.0,1744.0,2079.0,86.9251101321586,89.3881880733945,85.2982202982203,65.40714624973258,64.53846112390875,63.78385173206613,0.0485777997584075,0.0426433032509935,0.0485085935995518
415,Left,2017.0,1671.0,1637.0,86.6737729300942,90.33512866546978,87.48381185094685,60.07347246944946,55.73410102203976,55.687922892859405,0.047820908685072,0.0412911845030724,0.0391742419600497
416,Right,1762.0,1896.0,1508.0,80.35584562996594,81.01951476793249,84.0603448275862,58.45489184759696,60.308959493811074,56.263324801606295,0.0387300095411494,0.042019627194902,0.0346750210080355
416,Left,2081.0,2090.0,1758.0,83.24939932724652,86.34114832535886,85.23663253697383,58.73123088791997,63.1923888550834,57.41464457774657,0.0473889856620157,0.0493614979604698,0.0409891939917018
417,Right,2692.0,2899.0,2773.0,89.77265973254086,87.86443601241808,89.35485034258926,68.21318492930851,69.80609969015596,68.21901753374509,0.0661063794401358,0.0696763777769997,0.0677785424799986
417,Left,2720.0,2700.0,2825.0,84.24485294117648,86.98037037037037,81.93486725663716,65.98828266473154,65.44182203301071,64.72684491852941,0.0626810848899704,0.0642405485723289,0.0633157026312564
419,Right,1581.0,1581.0,1733.0,86.66223908918406,86.66223908918406,83.49567224466243,61.09646675894066,61.09646675894066,62.79890748644166,0.0374788278391484,0.0374788278391484,0.0395809991071584
419,Left,1970.0,2026.0,2084.0,88.43248730964467,89.68460019743337,92.47552783109406,65.89806801887067,66.45347192306966,75.47031524963117,0.0476543215279844,0.0497028785385409,0.0527167657253899
420,Right,1694.0,1495.0,1547.0,94.73612750885478,90.74983277591971,85.21008403361344,66.88664604666464,68.5142010189899,67.06646855802214,0.0438988616270723,0.03711173430087,0.0360583235587612
420,Left,,,,,,,,,,,,
422,Right,1984.0,1851.0,1824.0,82.79334677419355,88.29119394921663,87.39144736842105,62.6107219843505,65.65883998638348,63.13734172603246,0.0449325773358309,0.0447041696573939,0.0436031625846886
422,Left,1621.0,1627.0,1690.0,84.47624922887107,86.98586355255071,86.29349112426036,58.50432259853239,61.22227100250869,62.38793827460984,0.0374577650951488,0.0387133234712277,0.0398922900509444
423,Right,1693.0,1824.0,1973.0,78.8984051978736,77.62938596491227,80.08312214901166,61.22446650542206,61.02173324392135,61.25737264882905,0.0365383899966737,0.0387324714203182,0.0432207506871378
423,Left,,,,,,,,,,,,
426,Right,2395.0,2797.0,2228.0,84.5544885177453,82.65462996067215,91.233842010772,65.35974492756245,63.03914914514252,64.5908652134508,0.0553944696346352,0.0632388372927644,0.0556026351954622
426,Left,,,,,,,,,,,,
427,Right,2430.0,2703.0,2594.0,87.93703703703704,83.38993710691824,85.73400154202005,65.16996610367511,65.12113919955199,66.40610739625777,0.0584523971043924,0.0616572166978869,0.0608341284291241
427,Left,1944.0,1461.0,2366.0,78.06378600823045,78.34839151266256,70.40997464074387,60.0452998085341,58.15320854008734,60.05455703047198,0.0415116594597433,0.0313115469792195,0.0455693834141559
431,Right,2465.0,2553.0,2300.0,90.6292089249493,93.74853113983548,90.73869565217392,66.12058266294449,67.85030012948623,66.68974720257232,0.0611095853538978,0.0654695733618108,0.0570879689606274
431,Left,2848.0,2606.0,2702.0,97.50491573033707,92.34842670759784,91.9178386380459,70.71508884508836,66.96821266900008,67.79818408584339,0.0759610082106405,0.0658306489732322,0.0679374704574499
433,Right,2716.0,2554.0,2704.0,86.15243004418262,88.0497259201253,87.18084319526628,70.23679206158205,69.89145152311461,69.08154009234806,0.0640061229670349,0.0615138806218378,0.0644840010679084
433,Left,2497.0,2341.0,2345.0,94.84821786143372,95.2699700982486,98.56716417910448,69.57133938519483,68.72861712194442,69.58204597964958,0.0647846238686297,0.0610072805973284,0.0632265278969205
434,Right,,,,,,,,,,,,
434,Left,2303.0,2414.0,2433.0,92.11202778983936,90.4059652029826,87.25647348951911,74.49527561516402,70.64923057774313,69.20172754792912,0.0580275861767125,0.0596978344216662,0.0580716264596208
435,Right,,,,,,,,,,,,
435,Left,1979.0,2211.0,2132.0,75.43607882769075,77.2139303482587,78.13508442776735,66.41731848035693,70.66893629444834,67.91456490042935,0.0408365574832373,0.046699112410497,0.0455677421613767
437,Right,2041.0,2074.0,2291.0,83.10191082802548,86.17647058823529,83.78481012658227,61.81130679987071,61.55742561399274,63.586748885249825,0.04639575418847709,0.048890184870713047,0.052506685369653895
437,Left,,,,,,,,,,,,
